"","alpha","beta","theta","p","delta1","delta2","delta3","delta4","tau1","tau2"
"70",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"71",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"72",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"73",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"74",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"75",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"76",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"77",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"78",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"79",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"80",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"81",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"82",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"83",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"84",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"85",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"86",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"87",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"88",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"89",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"90",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"91",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"92",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"93",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"94",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"95",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"96",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
