"","alpha","beta","theta","p","delta1","delta2","delta3","delta4","tau1","tau2"
"545",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"546",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"547",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"548",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"549",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"550",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"551",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"552",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"553",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"554",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"555",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"556",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"557",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"558",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"559",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"560",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"561",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"562",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"563",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"564",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"565",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"566",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"567",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"568",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"569",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"570",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"571",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"572",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"573",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"574",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"575",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"576",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"577",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"578",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"579",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"580",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"581",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"582",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"583",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"584",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"585",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"586",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"587",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"588",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"589",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"590",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"591",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"592",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"593",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"594",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"595",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"596",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"597",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"598",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"599",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"600",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"601",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"602",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"603",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"604",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"605",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"606",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"607",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"608",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"609",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"610",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"611",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"612",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"613",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"614",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"615",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"616",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"617",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"618",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"619",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"620",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"621",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"622",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"623",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"624",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"625",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"626",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"627",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"628",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"629",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"630",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"631",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"632",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"633",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"634",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"635",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"636",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"637",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"638",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"639",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"640",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"641",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"642",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"643",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"644",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"645",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.0108421201216551,0.1,0.00990049833749168
"646",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.0108421201216551,0.1,0.00990049833749168
"647",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.0108421201216551,0.1,0.00990049833749168
"648",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.0107252035102042,0.1,0.00980296209556767
"649",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.0107252035102042,0.1,0.00980296209556767
"650",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.0107252035102042,0.1,0.00980296209556767
"651",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.0107252035102042,0.1,0.00980296209556767
"652",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.0107252035102042,0.1,0.00980296209556767
"653",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.0107252035102042,0.1,0.00980296209556767
"654",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.0107252035102042,0.1,0.00980296209556767
"655",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"656",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"657",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"658",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"659",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"660",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"661",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"662",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"663",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"664",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"665",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"666",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"667",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"668",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"669",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"670",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"671",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"672",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"673",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"674",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"675",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"676",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"677",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"678",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"679",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"680",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"681",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"682",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"683",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"684",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"685",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"686",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"687",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"688",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"689",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"690",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"691",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"692",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"693",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"694",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"695",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"696",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"697",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"698",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"699",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"700",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"701",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"702",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"703",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"704",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"705",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"706",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"707",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"708",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"709",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"710",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"711",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"712",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"713",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"714",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"715",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"716",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"717",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"718",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"719",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"720",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"721",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"722",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"723",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"724",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"725",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"726",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"727",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"728",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"729",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"730",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"731",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"732",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"733",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"734",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"735",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"736",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"737",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"738",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"739",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"740",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"741",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"742",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"743",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"744",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"745",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"746",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"747",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"748",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"749",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"750",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"751",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"752",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"753",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"754",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"755",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"756",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"757",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"758",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"759",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"760",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"761",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"762",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"763",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"764",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"765",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"766",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"767",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"768",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"769",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"770",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"771",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"772",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"773",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"774",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"775",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"776",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"777",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"778",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"779",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"780",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"781",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"782",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"783",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"784",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"785",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"786",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"787",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"788",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"789",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"790",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"791",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"792",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"793",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"794",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"795",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"796",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"797",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"798",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
