"","alpha","beta","theta","p","delta1","delta2","delta3","delta4","tau1","tau2"
"281",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"282",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"283",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"284",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"285",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"286",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"287",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"288",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"289",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"290",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"291",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"292",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"293",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"294",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"295",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"296",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"297",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"298",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"299",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"300",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"301",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"302",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"303",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"304",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"305",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"306",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"307",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"308",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"309",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"310",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"311",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"312",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"313",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"314",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"315",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"316",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"317",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"318",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"319",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"320",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"321",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"322",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"323",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"324",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"325",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"326",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"327",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"328",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"329",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"330",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"331",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"332",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"333",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"334",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"335",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"336",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"337",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"338",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"339",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"340",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"341",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"342",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"343",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"344",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"345",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"346",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"347",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"348",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"349",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"350",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"351",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"352",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"353",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"354",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"355",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"356",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"357",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"358",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"359",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"360",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"361",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"362",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"363",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"364",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"365",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"366",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"367",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"368",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"369",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"370",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"371",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"372",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"373",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"374",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"375",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"376",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"377",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"378",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"379",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"380",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"381",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"382",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"383",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"384",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"385",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"386",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"387",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"388",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"389",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"390",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"391",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"392",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"393",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"394",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"395",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"396",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"397",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"398",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0109616211,0.1,0.01
"399",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"400",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"401",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"402",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"403",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"404",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"405",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"406",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"407",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"408",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"409",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"410",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"411",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"412",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"413",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"414",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"415",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"416",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"417",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"418",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"419",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"420",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"421",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"422",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"423",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"424",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"425",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"426",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"427",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"428",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"429",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"430",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"431",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"432",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"433",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"434",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"435",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"436",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"437",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"438",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"439",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"440",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"441",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"442",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"443",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"444",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"445",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"446",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"447",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"448",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"449",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"450",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"451",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"452",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"453",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"454",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"455",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"456",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"457",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"458",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"459",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"460",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"461",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"462",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"463",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"464",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"465",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"466",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"467",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"468",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"469",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"470",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"471",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"472",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"473",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"474",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"475",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"476",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"477",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"478",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"479",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"480",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"481",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"482",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"483",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"484",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"485",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"486",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"487",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"488",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"489",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"490",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"491",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"492",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"493",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"494",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"495",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"496",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"497",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"498",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"499",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"500",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"501",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"502",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"503",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"504",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"505",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"506",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"507",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"508",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"509",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"510",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"511",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"512",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"513",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"514",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"515",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"516",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"517",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"518",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"519",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"520",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"521",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"522",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"523",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"524",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"525",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"526",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"527",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"528",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"529",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"530",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"531",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"532",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"533",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"534",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"535",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"536",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"537",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"538",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"539",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"540",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"541",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"542",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"543",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
"544",0,0.02,0.1,0.6,0.01,0.05,0.0826559195981563,0.0108421201216551,0.1,0.00990049833749168
